Organization Name,Organization Name URL,Headquarters Location,Full Description,Operating Status,Company Type,Last Funding Type,Diversity Spotlight (US Headquarters Only),Founded Date,Founded Date Precision,Industries
Lunar Station Corp,https://www.crunchbase.com/organization/lunar-station,"Cambridge, Massachusetts, United States","Lunar Station simplifies clients access to the most comprehensive suite of new data refined into new Lunar analytics by way of its MoonHacker™ Intelligence Platform.  Mining, Energy, Communications, Financial, Pharmaceutical and Logistics organizations have the easiest, advanced, and scalable access to the best insights about the Moon that has ever existed before.",Active,For Profit,Pre-Seed,,2016-01-01,year,"Aerospace, Analytics, Geospatial, Navigation, SaaS"
SIMCOM Aviation Training,https://www.crunchbase.com/organization/simcom-aviation-training,"Orlando, Florida, United States","Simcom Aviation Training Europe is an aircraft simulator training company. It was created by a team of highly recognized flight training professionals with the support of Simcom Aviation Training, a US company  that provides professional simulator training for a wide range of piston engine, turboprop, and business jet aircrafts. The company is based in Villepinte, conveniently close to Roissy-Charles-de-Gaulle Airport.",Active,For Profit,Private Equity,,2016-01-01,year,"Air Transportation, Service Industry, Training"
Kray Technologies,https://www.crunchbase.com/organization/kray-technologies,"Novato, California, United States",Kray Technologies provides Kray Protection UAS - new generation drone-based solution for aerial crop protection. They built the solid solution to replace agriculture planes and ground sprayers. Kray Protection drone demonstrates outstanding performance of crop dusting while lowering farmers’ expenses. It prevents yield losses that are inevitable when using other crop protection methods.,Active,For Profit,Venture - Series Unknown,,2015-10-15,day,"Aerospace, Agriculture, Drones, Robotics"
Spike Dynamics,https://www.crunchbase.com/organization/spike-dynamics,"San Francisco, California, United States","Long Stroke linear actuators  and rotary motors for Aerospace, Robotics, IoT.  Up to 20x smaller, lighter than other solutions. Addressed market $170Bn.",Active,For Profit,Seed,,2020-02-06,day,"Aerospace, Hardware, Medical, Robotics"
Indemnis,https://www.crunchbase.com/organization/indemnis,"Anchorage, Alaska, United States","Indemnis is revolutionizing flight safety systems for the commercial UAV market, enabling ""flight over people."" This energetic, innovative startup seeks to transform the world by providing needed safety solutions to the commercial UAV community.",Active,For Profit,Non-equity Assistance,,2015-01-01,year,"Advanced Materials, Aerospace, Drones"
Orbital Micro Systems,https://www.crunchbase.com/organization/orbital-micro-systems,"Boulder, Colorado, United States",Orbital Micro Systems is developing WeatherRecord technology based on a fleet of Global Environmental Monitoring Satellites (GEMS). WeatherRecord allows us to deliver near real time updates on weather conditions around the world to clients based on the thresholds they determine to be most important.,Active,For Profit,Seed,,2015-01-01,year,"Aerospace, Information Services, Software"
Electric Visionary Aircrafts,https://www.crunchbase.com/organization/electric-visionary-aircrafts,"Brooklyn, New York, United States",EVA serves as an enabler for drone-applications by gradually connecting cities and countries through the creation of a network of drone control and charging stations.,Active,For Profit,Convertible Note,,2017-06-01,day,"Aerospace, Drone Management, Drones, Infrastructure"
Essential Aero,https://www.crunchbase.com/organization/essential-aero,"Rocklin, California, United States","The Essential Aero platform, powered by artificial intelligence and a high-fidelity data capture system, automates aerial inspections – improving safety, operations, reporting, and record-keeping while drastically reducing the time and resources spent on risk detection.  Our cloud-based software safely manages flights, delivers real-time data, and produces detailed reports. Manage flight activities from your mobile or desktop app. Activate and monitor inspections from a simple mobile application. No manual piloting is required. Our industrial-strength drone packages are designed & manufactured in the US. They effectively replace personnel-intensive ground and air inspection activities to deliver detailed inspections. Your team’s time and resources are freed up to focus on higher-value activities.",Active,For Profit,Pre-Seed,,2020-04-17,day,"Aerospace, Artificial Intelligence, Location Based Services, Security, Software"
Rosotics,https://www.crunchbase.com/organization/rosotics,"Mesa, Arizona, United States","Rosotics produces hyper-efficient metal additive manufacturing solutions that solve tougher problems in industrial engineering. A pioneer of the Rapid Induction approach to large-scale metal 3D printing, we enable today’s manufacturers to additively manufacture structures that are normally difficult or impossible to print.",Active,For Profit,Pre-Seed,,2019-06-17,day,"3D Printing, Aerospace, Industrial Automation, Industrial Manufacturing, Manufacturing"
Archaius,https://www.crunchbase.com/organization/archaius,"Durham, North Carolina, United States","Archaius develops a patented field and phase technology to deliver Assured Positioning, Navigation, and Timing. Founded in 2019, Archaius is based in Durham, North Carolina.",Active,For Profit,Seed,,2019-01-01,year,"Aerospace, Mapping Services, Navigation"
Airstrike Firefighters,https://www.crunchbase.com/organization/airstrike-firefighters,"Anchorage, Alaska, United States","Airstrike Firefighters provide safe, efficient, accurate, and lift capable turboprop air tankers. Airstrike Firefighters was founded by Scott A. Schorzman in Anchorage, Alaska.",Active,For Profit,Debt Financing,,2016-01-01,year,"Aerospace, Military"
Leo Aerospace,https://www.crunchbase.com/organization/leo-aerospace,"Los Angeles, California, United States","Leo Aerospace is building a dedicated delivery service for microsatellites.  Their mission is to make it as easy to put a satellite into space as it is to ship a package across the country.  To achieve this, they’re developing a suite of services to launch on-demand to any low earth orbit.  Their systems require zero fixed ground infrastructure and provide high launch frequency. After a successful launch-test campaign at the end of 2018, they are poised to service defense and civil customers with their platform in 2020.",Active,For Profit,Seed,,2017-10-16,day,"Aerospace, Satellite Communication, Space Travel"
