Organization Name,Organization Name URL,Headquarters Location,Full Description,Operating Status,Company Type,Last Funding Type,Diversity Spotlight (US Headquarters Only),Founded Date,Founded Date Precision,Industries
Notthoff Engineering,https://www.crunchbase.com/organization/notthoff-engineering,"Huntington Beach, California, United States",Notthoff Engineering provides aerospace components. They provide engineering solutions by using cutting-edge technology and machinery. They provide machining services. They provide assembly solutions for aerostructures companies. They provide inquiries through online applications and phone calls.,Active,For Profit,,,1941-01-01,year,"Aerospace, Machinery Manufacturing, Manufacturing, Product Design"
Budney Industries,https://www.crunchbase.com/organization/budney-industries,"Berlin, Connecticut, United States","Budney Industries produces a variety of engine parts, both for aerospace and ground-based engines. Their full-service shop specializes in turning large parts for major rotating parts, while also manufacturing static and ancillary parts. Budney is synonymous with quality, service, and innovative solutions for aircraft engine components since 1940. There is no shortage of shops that can cut metal. Budney Industries combines the best aspects of aircraft engine manufacturing with the flexibility of a job shop to deliver high-quality parts on time. A combination of skilled machinists and computerized numerical control (CNC) allows Budney Industries to produce complex and precise parts from even the toughest alloys. Production runs are handled with cellular manufacturing and kaizen, while prototyping, tooling, and experimental production are handled with traditional machinist skills. Their situation is ideal! The company's turning equipment can handle parts up to 72"" diameter [1828mm] and 125"" long [3175mm]. They use twin-turret CNC lathes for simul-turn machining that can be cost-effective.",Active,For Profit,,,1940-01-01,year,"Aerospace, Automotive, Industrial, Manufacturing, Mechanical Engineering"
Aerator Solutions,https://www.crunchbase.com/organization/aerator-solutions,"Roscoe, Illinois, United States","Aerator Solutions is a provider of aerators and mixers for industrial and municipal wastewater treatment operations. They make aerators and mixers. Most recently, they have introduced a game-changing system that’s revolutionizing the wastewater aeration industry, the EcoDome™ aeration system is a hyperbaric dome that is a true gas-to-liquid interface. That advanced system offers preeminent efficiencies, greater energy savings and meaningful ROI. Recognized worldwide for their service and expertise in wastewater treatment, Aerator Solutions is the sought-out resource for industrial and municipal wastewater treatment equipment expertise. They assist in design, planning, and implementation of our EcoJet™ products to meet your process requirements.",Active,For Profit,,,1962-01-01,year,"Aerospace, Water Purification"
Tech-Tool Plastics,https://www.crunchbase.com/organization/tech-tool-plastics,"Fort Worth, Texas, United States",,Active,For Profit,,,1965-01-01,year,"Aerospace, Industrial, Manufacturing, Mechanical Design, Mechanical Engineering"
Zephyr Tool Group,https://www.crunchbase.com/organization/zephyr-tool-group,"Inglewood, California, United States",,Active,For Profit,,,1939-01-01,year,"Aerospace, Industrial, Machinery Manufacturing, Manufacturing"
Abbott Technologies,https://www.crunchbase.com/organization/abbott-technologies,"Sun Valley, California, United States",,Active,For Profit,,,1961-01-01,year,"Aerospace, Electronics, Industrial, Manufacturing"
Masters Machine Company,https://www.crunchbase.com/organization/masters-machine-company,"Round Pond, Maine, United States","Masters Machine Company manufactures and supplies precision components to medical, automotive, and electronics industries it is a precision machine shop. That has produced precision turned and milled components for the defense, aerospace, automotive, electronics and commercial industries.",Active,For Profit,,,1957-01-01,year,"Aerospace, Automotive, Electronics, Industrial Manufacturing, Machinery Manufacturing, Manufacturing"
TPS Aviation,https://www.crunchbase.com/organization/tps-aviation,"Hayward, California, United States",,Active,For Profit,,,1961-01-01,year,"Aerospace, Logistics, Wholesale"
Pervan Industries,https://www.crunchbase.com/organization/pervan-industries,"Rancho Dominguez, California, United States","Pervan Industries is a leader in aerospace sheet metal, hydroforming, CNC punching, routing, brake forming, water jet cutting, machining, and assemblies. They offer fabricated parts and assemblies from aluminum, stainless steel, and titanium.",Active,For Profit,,,1955-01-01,year,"Aerospace, Delivery, Manufacturing"
Sealth Aero Marine,https://www.crunchbase.com/organization/sealth-aero-marine,"Mill Creek, West Virginia, United States","Sealth Aero Marine develops and manufactures precision latches, bolting systems, hinges, and other components. Their products are widely employed in a variety of industries, including aerospace, defense, marine, and space applications. Sealth Aero Marine products are available with a wide range of ornamental treatments and coatings.",Active,For Profit,,,1959-01-01,year,"Aerospace, Industrial, Machinery Manufacturing, Manufacturing"
AMETEK PDS,https://www.crunchbase.com/organization/ametek-pds,"Harleysville, Pennsylvania, United States","AMETEK PDS distributes components and systems for aviation and military sectors. Their products includes power generation, power distribution, utility controllers, electric motors, actuators, data acquisition units, indicators, panels, fans, and blowers. They offers customer support through phone contact.",Active,For Profit,,,1967-01-01,year,"Aerospace, Consumer Goods, Military, Wholesale"
"Carson Helicopters, Inc.",https://www.crunchbase.com/organization/carson-helicopters-inc,"Perkasie, Pennsylvania, United States",,Active,For Profit,,,1958-01-01,year,"Aerospace, Manufacturing"
United Tool & Die,https://www.crunchbase.com/organization/united-tool-die,"West Hartford, Connecticut, United States","United Tool & Die functions as a diverse tube, duct, and sheet metal fabrication job shop In business since 1923. They strive to maintain stability with growing world technology by providing the highest quality product at the lowest total cost.",Active,For Profit,,,1923-01-01,year,"3D Printing, Aerospace, Chemical"
H. Galow Co,https://www.crunchbase.com/organization/h-galow-co,"Norwood, New Jersey, United States",,Active,For Profit,,,1961-01-01,year,"Aerospace, Manufacturing, Mechanical Engineering"
Marion Mold & Tool,https://www.crunchbase.com/organization/marion-mold-tool,"Marion, Virginia, United States",,Active,For Profit,,,1957-01-01,year,"Aerospace, Industrial Engineering, Manufacturing"
MUELLER,https://www.crunchbase.com/organization/mueller-5874,"Charlotte, North Carolina, United States",,Active,For Profit,,,1940-01-01,day,"Aerospace, Industrial, Manufacturing"
DeVore Aviation Corporation of America,https://www.crunchbase.com/organization/devore-aviation-corporation-of-america,"Albuquerque, New Mexico, United States",,Active,For Profit,,,1954-01-01,year,"Aerospace, Lighting, Mechanical Engineering, Software"
South Bend Controls,https://www.crunchbase.com/organization/south-bend-controls,"South Bend, Indiana, United States","South Bend Controls, Inc. designs, develops, and manufactures fluid control components for medical, aerospace, space, and industrial markets worldwide. It offers two and three way solenoid valves, anti-ice valves, check valves, fill and vent valves, integrated systems, and quick disconnect couplings. The company also provides regulators, relief valves, proportional flow control valves, squib valves, and thrust valves, as well as inert isolation and proportional valves. Its products are used in hydraulic, pneumatic, and fuel systems.",Active,For Profit,,,1940-01-01,year,"Aerospace, Machinery Manufacturing, Manufacturing"
Causey Aviation Service,https://www.crunchbase.com/organization/causey-aviation-service,"Liberty, Missouri, United States","Causey Aviation Service secure, private, on-demand jet transportation in the u.s., europe, canada, mexico, central america, bermuda and the caribbean. causey aviation service strives to provide a consistent, reliable travel experience to our clients time after time. incorporated in 1967, causey aviation has provided a full range of aviation services for over 40 years. causey aviation offers aircraft management with a complete array of services including charter, scheduling, dispatch, crew, maintenance, faa compliance, facilities and ground handling.",Active,For Profit,,,1967-01-01,year,"Aerospace, Air Transportation, Facilities Support Services, Transportation"
LA Aluminum Casting Company,https://www.crunchbase.com/organization/la-aluminum-casting-company,"Hayden, Idaho, United States","LA Aluminum Casting Company provides mold aluminum castings for commercial, dental, aerospace, and military industries. They offer machining, engineering, tool building, and powder coating. Their customers contact through email, phone, and online applications.",Active,For Profit,,,1947-01-01,year,"Aerospace, Automotive, Commercial, Dental, Manufacturing, Military"
Bemsco,https://www.crunchbase.com/organization/bemsco,"Salt Lake City, Utah, United States","Bemsco produces complex machined components and electro-mechanical assemblies for the aerospace and commercial industries. They are dedicated and committed to meeting the aerospace industry exacting standards in the manufacture of a wide range of aircraft, commercial, OEM, and ground related accessories. The materials used in this manufacturing range from plastic laminates to cast and forged aircraft quality alloys, with assemblies ranging from two to three hundred components.",Active,For Profit,,,1967-01-01,year,"Aerospace, Machinery Manufacturing, Manufacturing, Product Design"
Nashville International Airport,https://www.crunchbase.com/organization/nashville-international-airport,"Nashville, Tennessee, United States",,Active,For Profit,,,1937-01-01,day,"Air Transportation, Service Industry"
