Organization Name,Organization Name URL,Headquarters Location,Full Description,Operating Status,Company Type,Last Funding Type,Diversity Spotlight (US Headquarters Only),Founded Date,Founded Date Precision,Industries
Northern Plains UAS Test Site,https://www.crunchbase.com/organization/northern-plains-uas-test-site,"Grand Forks, North Dakota, United States","Northern Plains UAS Test Site offers pilots and aircraft, BVLOS, airport operations, counter UAS, advanced air mobility, detect and avoid, command and control, UAS traffic management, airspace, facilities, assets, waivers, and training services.",Active,For Profit,,,2013-01-01,year,"Aerospace, Consulting, Training"
Capitol Airspace,https://www.crunchbase.com/organization/capitol-airspace,"Alexandria, Virginia, United States","Capitol Airspace is an aviation consulting firm specializing in strategic, analytical, and advocacy services for the commercial development industry. Their services include flight procedure design, optimization screenings, obstruction evaluation, and client advocacy. They offers customer support through email and phone contact.",Active,For Profit,,,2010-01-01,year,"Aerospace, Analytics, Consulting"
Pacific Skies Aviation,https://www.crunchbase.com/organization/pacific-skies-aviation,"Torrance, California, United States",,Active,For Profit,,,2010-01-01,year,"Air Transportation, Education, Training, Transportation"
Bluefin Aviation,https://www.crunchbase.com/organization/bluefin-aviation,"Fort Lauderdale, Florida, United States",,Active,For Profit,,,2013-01-01,day,"Aerospace, Transportation"
New Hampshire Aerospace & Defense Export Consortium,https://www.crunchbase.com/organization/new-hampshire-aerospace-defense-export-consortium,"Concord, New Hampshire, United States",,Active,For Profit,,,2013-01-01,year,"Aerospace, Business Development"
MARS Parachutes,https://www.crunchbase.com/organization/mars-parachutes,"Brea, California, United States","M.A.R.S. is a parachute recovery system that is servo operated and is designed to be ran on a two way switch. To avoid electronic mishaps they have determined that entire manual control of the system would be the best course of action. The base of this unit is designed to be the mount, though other forms of mounting could be adopted. It can be mounted as a motor on an extra motor mount on any boom The base has motor bolt spacing at 3mm x 25mm, 3mm x 32mm, 4mm x 30mm to allow for the most common motor mounts on the market. There is space left for you to drill out holes for your application if these do not meet your needs. Including this unit the recommended payload for the total craft is 3lbs to 12lbs. Average decent rate with a max load at 12lbs will result in 22fps. ",Active,For Profit,,,2012-12-01,month,"Aerospace, Drones, Photography"
Interactive Aerial,https://www.crunchbase.com/organization/interactive-aerial,"Traverse, Michigan, United States","​Interactive Aerial, Inc. is among the pioneers of unmanned systems development.  Their technology enables service providers and asset owners to perform safe and efficient internal confined space inspections. Using American-made suppliers and materials, their craftsmanship standards are set high, resulting in industrial vehicles for the toughest jobs.",Active,For Profit,,,2014-01-01,year,"Aerospace, Drones"
In3 Aviation,https://www.crunchbase.com/organization/in3-aviation,"Deerfield Beach, Florida, United States","IN3 Aviation is a manufacturer and supplier of aerospace assemblers and aerospace repair services. They provide directorate of defense trade controls and are able to file and obtain Export licenses for military parts. They supply airlines, major airframe overhaul facilities, machine shops, and overall maintenance services.",Active,For Profit,,,2013-01-01,year,"Aerospace, Manufacturing, Wholesale"
SPIRE Manufacturing Solutions,https://www.crunchbase.com/organization/spire-manufacturing-solutions,"Colorado Springs, Colorado, United States","SPIRE Manufacturing is focused on developing innovative solutions for their customers while delivering the highest integrity, quality, and customer service in the industry. They specialize in precise machining and the manufacturing of engineered products. From automation to design and inspection, SPIRE is committed to staying on the cutting edge of precision manufacturing.",Active,For Profit,,,2011-01-01,year,"Aerospace, Industrial Engineering, Manufacturing"
Kepler Shipyards,https://www.crunchbase.com/organization/kepler-shipyards,"Austin, Texas, United States",,Active,For Profit,,,2014-01-01,month,"Aerospace, Military, Space Travel"
Synergy Aerospace,https://www.crunchbase.com/organization/synergy-aerospace,"Lexington Park, Maryland, United States",,Active,For Profit,,,2010-01-01,year,"Aerospace, Industrial Engineering"
Grimm,https://www.crunchbase.com/organization/grimm,"Arlington, Virginia, United States","GRIMM provides custom cybersecurity research, development, testing and consulting services in software and hardware covering traditional enterprise computing, industrial control, automobile, and embedded systems.",Active,For Profit,,Women Led,2013-01-01,year,"Aerospace, Blockchain, Cyber Security, Industrial Manufacturing, Penetration Testing, Power Grid, Software Engineering, Transportation"
West Palm Jets,https://www.crunchbase.com/organization/west-palm-jets,"West Palm Beach, Florida, United States",,Active,For Profit,,,2010-01-01,year,"Air Transportation, Travel, Travel Agency"
PILOTSMITH,https://www.crunchbase.com/organization/pilotsmith,"Green Bay, Wisconsin, United States","PILOTSMITH offers flight training for private pilots, instrument rating, commercial pilots, certified flight instructor instruments, and so on. They also offer a flying club and rental aircraft. They provide services in cirrus aircraft such as transition training, private pilot initial training, instrument initial training, and so on.",Active,For Profit,,,2014-01-01,year,"Aerospace, Education, Training"
Integrated Surveillance and Defense,https://www.crunchbase.com/organization/integrated-surveillance-and-defense,"Wilsonville, Oregon, United States",,Active,For Profit,,,2012-01-01,year,"Aerospace, Military"
Pioneer Aerostructures,https://www.crunchbase.com/organization/pioneer-aerostructures,"Helena, Montana, United States",,Active,For Profit,,,2013-01-01,year,"Aerospace, Manufacturing, Supply Chain Management"
Air 7,https://www.crunchbase.com/organization/air-7,"Camarillo, California, United States","Air 7 is an aviation jet services organization. They provide charter revenue opportunities, discounted fuel programs, crew selection, and hiring, comprehensive aircraft operations, aircraft maintenance support, aircraft sales, hangar filming, charter sales, and FBO facilities services. They address inquiries through phone calls.",Active,For Profit,,,2012-01-01,year,"Aerospace, Air Transportation, Rental"
Centurion Jets,https://www.crunchbase.com/organization/centurion-jets,"San Marcos, California, United States","Centurion Jets is an Air Charter Service provider specializing in executive jet charters and air cargo logistics.  Our team is eager to help recommend and source the perfect aircraft for your travel plans and unique needs. We have years of professional aviation experience and training in the market. When booking an aircraft charter with us, you will notice we take a personalized approach to understanding your needs and expectations. Centurion Jets was built on the belief that doing business better is better for business. We want to be the last jet charter company you ever need to call.  If you want to relax, knowing that your aircraft rental is being properly handled, with confidence that you are getting competitive pricing, you can stop shopping now. We are available 24/7.",Active,For Profit,,,2011-11-12,day,"Aerospace, Consulting, Lifestyle, Transportation, Travel Agency"
Aviation Turbine Materials,https://www.crunchbase.com/organization/aviation-turbine-materials,"Miami, Florida, United States","Aviation Turbine Materials provides seal seat, bearing outer, bearing seal, nut, oil nozzle, lock, yoke, wire ground, wire bundle assy, wheel phonic, windage cup, weight, washers, and washer-lock products. Their customer support through email and contact number.",Active,For Profit,,,2013-01-01,year,"Aerospace, Industrial, Wholesale"
