Organization Name,Organization Name URL,Headquarters Location,Full Description,Operating Status,Company Type,Last Funding Type,Diversity Spotlight (US Headquarters Only),Founded Date,Founded Date Precision,Industries
GovAge,https://www.crunchbase.com/organization/govage,"Hazelwood, Missouri, United States","GovAge is a team of professionals with hands of experience in working with US Federal Government, for their procurement needs They have a broad team of partners to ensure our customers receive the products needed to support all their requirements. They work with government to develop hybrid approaches to digital transformation, so agencies can make the optimal use of both existing and new technologies to meet their goals.",Active,For Profit,,,2019-01-01,year,"Aerospace, Cyber Security, Government, Logistics, Professional Services, Supply Chain Management"
CloudIX,https://www.crunchbase.com/organization/cloudix,"Palo Alto, California, United States",,Active,For Profit,,,2016-06-01,day,Aerospace
American Flight Support,https://www.crunchbase.com/organization/american-flight-support,"Scottsdale, Arizona, United States",,Active,For Profit,,,2019-01-01,year,"Aerospace, Air Transportation, Travel, Travel Accommodations"
MyVoiceTravel,https://www.crunchbase.com/organization/myvoicetravel,"Miami, Florida, United States",,Active,For Profit,,,2020-01-01,year,"Air Transportation, Business Travel, Hospitality, Hotel, Travel, Travel Agency"
CSM Aviation,https://www.crunchbase.com/organization/csm-aviation,"Fresno, California, United States","CSM Aviation focuses on safety, operational excellence, and customer service, the customer can focus on convenience and productivity. They provide convenient access to the destination, and their flights operate on the passenger's schedule allowing optimal flexibility. They provide customized solutions to the customer and company needs. The customer contact through phone number, email, and application form.",Active,For Profit,,,2015-01-01,year,"Air Transportation, Asset Management, Transportation"
Stevens Aviation,https://www.crunchbase.com/organization/stevens-aviation,"Greenville, South Carolina, United States",,Active,For Profit,,,2018-01-01,day,Aerospace
Instalocate,https://www.crunchbase.com/organization/instalocate,"Palo Alto, California, United States","Instalocate is an AI powered personal travel assistant to make your journey comfortable. It is like Google Now++ for Travel. Instalocate's Internet of Moving Things platform tracks public transport in real time and by using Artificial Intelligence, it provides the most relevant information just at the right time. Their mission is to bring peace of mind to people’s life by helping them track anything that is traceable - be your plane, cab, train, bus, food delivery, pet, and even your spouse! They take a first step towards their mission by launching the travel assistant for air travel. The travel assistant is available on Facebook Messenger at m.me/instalocate. No need to install a new app! Just share your flight details and it will handle the rest. It predicts when you might need something and sends the contextual information automatically. It informs you if your flight is getting delayed. If you are wondering if the airport has free Wi-Fi, just ask your assistant. If your family is worried about you, the assistant can pinpoint your exact location in the air. They don’t have to anxiously wait outside the airport checking their phones again and again! After reaching your destination, your cab will be waiting for you. Stanford University and Indian Institute of Management (IIM) alumni founded Instalocate in June 2016. They are passionately working at the intersection of Artificial Intelligence and Internet of Moving Things. The team consists of enthusiastic engineers with strong background in AI, Web Search, Machine Learning, Big Data and Mobile. Conversational AI revolution has just started and the team is taking up the challenge head-on!",Active,For Profit,,,2017-04-01,month,"Air Transportation, Artificial Intelligence, Transportation"
AeroKarpa,https://www.crunchbase.com/organization/aerokarpa,"Boynton Beach, Florida, United States","AeroKarpa is a manufacturer of aircraft spares. They provide ﻿power and control systems﻿, microphones, speakers, headsets, isolation panels﻿, washroom hygiene dispensers, consumables, economy, premium, and business class aircraft seat components, cushions and seat covers, carpets, curtains, lighting systems and indicators, switches, relays, panels, power converters and sensors, screws, nuts, bolts, and rivets services. They address inquiries through emails and phone calls.",Active,For Profit,,,2015-01-01,year,"Aerospace, Machinery Manufacturing, Manufacturing, Retail"
OpenAir,https://www.crunchbase.com/organization/openair-e866,"Gaithersburg, Maryland, United States",,Active,For Profit,,,2016-01-01,year,"Aerospace, Air Transportation, Training"
Airavat Solutions,https://www.crunchbase.com/organization/airavat-solutions,"Raleigh, North Carolina, United States",,Active,For Profit,,,2017-01-01,year,Aerospace
UVIONIX Aerospace,https://www.crunchbase.com/organization/uvionix-aerospace,"Rancho Cordova, California, United States",Cutting edge UAV dual coaxial rotor technology: the nSKY Aerial Instant Delivery Service and the ALPHA Multipurpose Autonomous Platform.,Active,For Profit,,,2015-06-01,day,"Aerospace, Enterprise Software, Information Technology"
Stara Space,https://www.crunchbase.com/organization/stara-space,"Vancouver, Washington, United States","Stara is a manufacturer of aviation and aerospace components. Its satellite constellation enables satellite operators to send gigabytes of data per orbit, run compute models in space, and store Petabytes of data on our network in a secure manner. They offer space infrastructure as a service.",Active,For Profit,,,2018-01-01,year,"Aerospace, Manufacturing, Satellite Communication"
NewbornXn. Inc,https://www.crunchbase.com/organization/newbornxn,"New York, New York, United States",,Active,For Profit,,,2020-04-01,day,"Aerospace, Artificial Intelligence, Drones, Information Technology, Machine Learning, Mobile Apps, Software Engineering"
Eta Space,https://www.crunchbase.com/organization/eta-space,"Rockledge, Florida, United States",,Active,For Profit,,,2019-01-01,year,"Aerospace, Test and Measurement"
Vermon,https://www.crunchbase.com/organization/vermon-916d,"Walhalla, South Carolina, United States","Vermon uses patented technologies to create and produce ultrasound transducers and arrays for use in industrial and medical applications. They provide adapters, extensions, splitters, angle beam PAUT probes, wedges build a probe, immersion probes, and immersion parts, PAUT, PAUT probes, phased array, ultrasound, NDT, angle beam, wedges, ipex, weld inspection, and vermon.",Active,For Profit,,,2017-01-01,year,"Aerospace, Industrial, Machinery Manufacturing, Manufacturing"
Skylys Aircraft Inc.,https://www.crunchbase.com/organization/skylys-aircraft-inc,"Wilmington, Delaware, United States","Skylys Aircraft aims to develop electric aircrafts as well as autonomous, connected and modular transportation vehicles for new world mobility in-cities & beyond.  Skylys Aircraft design, develop and produce the first Airspeeder, a full autonomous vehicule able to move in the air from the ground but also from and to the sea or a lake. MVP (flying vehicle) have been released in Dec 19. Founded in 2017, under the leadership of 9 international associates including Alexis Rufenacht and Gary Chorostecki, Skylys aircraft is a privately funded Company.",Active,For Profit,,,2017-01-01,year,"Aerospace, Air Transportation, Manufacturing, Water Transportation"
Jet OUT,https://www.crunchbase.com/organization/jet-out,"Milwaukee, Wisconsin, United States",,Active,For Profit,,,2020-01-01,year,"Aerospace, Air Transportation, Professional Networking"
